src,tgt
if only you wanted to help me,إيلا بانت شي حاجة عيتي ليا
change my life,انبدل حياتي
a few people left to turn,قليل ناسّ لي باقين كيقلبو على حلال
i thought he'd pay me big,كان كيسحاب ليا غادي دفع عليا كبير
i'm gonna talk to you,ساويل عليك باباك
"did you want the heat, okay?",بغيت الما السخون، عفاك؟
what do you want to do,واش هادو ماغاديش يساليو
i'm thinking if i'm gonna make a decision,تانفكّر واش غادي يتشبّت بلقرار ديالو
why are you scared of my daughter?,مناش خايفة أبنتي؟
It's too much of the head of the pigeon,راه زيادة من راس الحمامق
we have a hard time,بنادم عندنا صعيب
I will go to the woods,غانمشيو الغابة
the sea was high,البحر كان هايج
i didn't see her father,ماسخاتش بواليدها
you're old enough,عمرك تزرب راسك
there is the creation of God,موجودة إنشاء الله
Men like peanuts,رجال غايدربو البندير
i want to sleep,بغيت نعس
i have a sister like okka,مخلي ختو كدير هوكا
you need to be strong,خاصك تكون قوي باش تعرف تجاوز
i'm not waiting for you,مابقيتش باغي ن تويتر صافي
go with me if you don't screw up,سير معايا ڭود ماتبقاش تخرب
i did my hair,راني كنت نشفّت شعري
you don't wanna get better,بلا ماتحسّن ليه
what do you do best?,أشناهوا أحسن سپور عندك؟
i don't think i'm gonna be five,مانضنش غادي نخمس
i don't know what my heart is,ماعرفتش علاش قلبي كايدرب
when are you in town?,امتا كايجي التران ديال المدينة؟
moms are five bucks and girls,والدات 5 دلوالي وجوج بنات
he is resting,له على راحة
I'm going to sleep,تار ليا نعس
I'll do a good job,سيري تقادي مزيان
i will need to answer,أنا غادي ن حتاج تجيب ليا
I'm still thinking about this on my account,بلا ماتبقا تفكر بزّاف هاد دري تقا على حسابي
if only I could do the same for you,كون غير قدرت ن نقيس ديك العافية كون حديت داك لبراسليت إ تاح ليا
my turn will take care of me,مراتي داروري تراعي ليا
i'm waiting for you,كانتسنّا فيك ت تبان ليا عيتي باش نعاودّك
she's still waiting for her to write,مابقا تواحد كيديها فالكتوبة
you don't know what you're talking about?,ماقدرتيش تعرف شكون؟
i'm clear,صافي باراكا عليا
how big is your house,وا شحال كبيرة دارك
what is this about?,شكون هادا؟
You don't know me.,ماكاتعرفني ماكانعرفك
you're old enough to be together,عمرك ت لاقا معا ولاد الحرام حيت نتا مردي
if only I could think of asking,كون غير قدرت ن فكّر ف سقيل
he got out of here,خرج من هنا
I'm sorry,قراعيت
i'm waiting for me,نتا داير بحالي
"let's pray it's too wild, but it's good to live",واحا لانصريا كاينة بزّاف برا و لكن كاتبقا لعيشة لهيها حسّن
do you want a double room?,بغيتي غرفة مزدوجة؟
On account of choice,على حساب اختيار
"Even I'm hungry, I can go to the restaurant",حتى أنا فيا جوع، إمكان لينا نمشيو لشي مطعم إيلا بغيتي.
the people are learning to collect their money alone,ناس خاشوم يتعلمو يجمعو زبل بوحدهوم
you are resting with these people,عمرك ترتاح مع هاد القوم
i felt the moose,حسيت بالزلزل
this is exciting,هادشي محمس
i didn't know how to talk about this,ماعمري ماشفت شيهاجة بهال هكا
I'm waiting for you to operate for a long time,كانتسنّا فيك ت حجّل ديك لعملية لأرهابيا طال خدّا
you told me,خيط داكشي لي قلتي ليا
this is what I feel like working here,هادشي باش كانحس وأنا خدام هنا
I didn't hate you,و ماكراهتك
i said i'm sick,بان ليا شرجم قلت اجي نتل منو
and the chickens,و الدواجين
go ahead and pay for your project,سير تسلف من عندكت باش تمول مشروعك
i thought,كان عليا نفيق بكري
Don't go outside,بلا ماتخروج
i will take one bridge before the Arabic trains,سايبو واحد الجسر على قبل الدرار ديال العربية
he is a madman,عرّام
he liked to eat ice,كانفضل ناكل الجليد
how you cat him,كيفاش قطاتلتيه
And the birth of your son is like this?,و الواليدة ديالك ديرا بحال هكا؟
the movement is visual,الحركة عيانة
my brother,أخ كاديري
they're gone,فرات فيهم
don't listen to me,ماكايسمعش ليا
I'm waiting for you to try this place,كانتسنّا فيك ت جرّب هاد ريسطورا
It's delicious.,مزيان.
I'm not gonna make it.,مابقيتش باغي نسلف.
the first time she has great value in God in a female way,أولا المرة عندها قيمة كبيرة عند الله بصورة نسائية
i thought that she had a cook or a mouthbeat or no tooth,كانضن أنّ طبّاخا كايبان ليها كولشي إمّا مركّب الفم إمّا ماعندوش السنان ڭاع
she won't see us,شهال هادي ماتشوفنا
it isn't clear,بلا ماتشطح
he's gone,كولي هابت هوا
I'm ready,مسنوع فبرا
do the muzzle,دير الكمامة
this is her book,هادا كتاب ديالها
do you come back from the holidays?,واش أترجع من العطلة؟
I'm waiting for you to come down to me,كانتسنّا فيك تنزل على دكشي لي كنتي باغي
i put it on the next one at that room,شديتها جريا واحدة تال عند داك الفقيه
something is missing me in my life,شي حاجة ناقصاني ف حياتي
I'm gonna get better,راك غادي مزيان
i think we're back in this country,وا على عقليا عدنا فهاد البلاد
It's too late for a girl to stay here,ديما كيبقى شوية ديال الفتات ف التحت ديال الساك
And the quarter,و الربع
my sister is always groggy,ديما أختي الهوايج تشديهم نتي
this is perfect,هادشي كامل ترا
"why don't you want to get rid of me, don't you?","ماشي موشكيل عندك تخلص عليا, ياك?"
"Out they are good, I've got one to lose, I'm starting to pour it together.","فلخارج غايكون مزيان, عندي واحد لمضلّة فحالة بدات كاتصبّ شتا."
Have you tried to find your clothes,عمرك جربتي تجيب حدّامة تجمع ليك حوايجك
the last time he visited me he brought him a son,آخر مرة جا زارني جاب ليا معاه شكلاط بنين
I'm going to go to the bathroom,خانمشي لحمام نسحن عظيمتي
he stayed in it too much,بقا فيها بزاف
they forgot about me,نسوني وهيدي مايكرو
i will do it,كرشي دراتني
let's go to bed,خل دوزتي لپيرمي
good work,بالسلامة دابا
I don't have a lot of money,أنا ماعنديش تل هينا
I'm not afraid.,أنا ماخايفش.
"Africa, you?","إفريقيا, ياك?"
will he come with us?,واش غادي يجي معانا؟
i told you what to do,سولتك علاش ماڭلتيهاك لينا
you don't understand,زايزون ماتفهمو غير مو
i don't want to listen to you again,ماندينش غادي نسمع لداك ديسك مرة أخرى
Who do i smell in the afternoon?,من أشمن عصر؟
go to the woods,غانمشي للغابة
you listen to something you didnt wanna,تانسمع حتّا شي مرا كاتغوّت
Can you talk to me,ممكن تكلمو ليا
you don't want me to take care of you,ماتعيتي ليا تانعيت ليك
"Uh, I'm gonna wear a crown of pure blood with a lot of diamonds",آه، كانضن غادي نلبس تاج من داب الخالص، مع بزاف ديال الماس
I'm waiting for the cat,كاينين عند الهري
do you like it about us?,عجبك الحال عنا؟
I need to talk to you if you have any questions left.,عاود دوز ألا باقي عندك شي أسئلة.
I'm thinking of a good song for a reason,تانفكّر واش هاد ل أغاني مزيانين ل هاد لموناسّابة
