src,tgt
شحال دفعت ليتش ديال القيادة,how much did you pay for the driver's license
الوداع,Bye for now
خدي تيليفون ديالي,take my phone 
أنا ماخايفش.,I'm not afraid.
أفريقيا، ياك؟,"Africa, right?"
واش غادي يجي معانا؟,Is he joining us?
أنا سوليتك,i asked you 
راه أصم,he is deaf
مانضنش غادي نسمع هاد الأونية مرة أخرى,I dont think  i will listen to that song again
من أشمن دور؟,From what era?
غادي نمشي ل الغابة,I will go to the forest
كانسمع حتى واحد سيدة كاتغوت,I can also hear a lady screaming
تقدر تعيط ليه عنديا,can you call him for me
عاود ليا فاش نعاود نعاود ليك,call me when I call you
"آه, كنضن غادي نلبس شي تيرة ديال الذهب، مع بزّاف ديال ديال الماس!","Yeah, I think I'm gonna wear a nice solid gold tiara, with a lot of diamonds!"
كايبيعو فالمحل,they are sold in stores
واش كيعجبك هنا؟,Do you like it here?
حسّنّا ترجع ليا إيلا باقي عندك شي أسئلة.,Feel free to come back if you still have questions.
تانفكّر واش نختار شي أغنية مزيانة فهاد الحدث,i think of selecting good songs for this event
ماشي واضح,not clear
بغيت نقتلها,i want to kill it
سحب المصعد ل طابق واحد,move the elevator to floor one
مابقيتش باغي نخبي منك شي حاجة,i will not hide anythingfrom you
نتا زين بزاف,you are so beautiful
كايهدر بجد,she speaks seriously
البنات كانو كيبسيو حوايج ديال البربور التقليدية,The girls wore traditional berber dresses.
كانتسنّا فيك ت لقّي فلوسّك,I'm waiting for you find money
راه كايفكر,he is thinking
عمرك جربتي تعرض على ناسّ ف رمضان,Have you tried to invite people during ramadan
عمرك جربتي تسبّب شي واحد,Have you tried to curse
أنا بارد,i am cold
تعطلي بزّاف باش تقرا درس, you are too late to read your lessons
شورتي فمحل ديال المصور,i took photo at photographer shop
سعيدة تلاقيتك,What a pleasure to meet you
نتحداك ت غسل سنانك,I dare you to wash your teeth
مانضنش غادي يتفسد,I dont think i will become corrupt
أنا دربت كلشي,I messed up everything
أنا عيان,I'm tired
عمرك جربتي تشاور ولادك,Have you tried consult your kids
سير عند طبيب و نرتاح,go to doctor and rest
بغيتيني نعاني,you want me to suffer
علاش مابغيتيش تقدّر هاد القرية,Why dont you want to appreciate this village
أنا مافهمتك,I haven't understood you
كون ماكرهتش نعاونك,i wish i could be of help
كايخطط رحلة جديدة,He is planing a new trip
كيفاش فكرتي فيه,how did think of it
كانعيش ف مدغاشكار,I live in madagascar
ماكانبغينا نخلّصو,we didnt want to bother
خاصك تسمع واليديك,you should obey your parents
راه زوين هاد الشركة,this entreprise is excellent
هادي تطبيق موسيقي على الانترنت,It's an online music app
قريت الموسيقى,i studied music
من حسن لينا نلقاو على العائلة,we had better alert our families
شحال من وقت كانشوف فيه,i've already checked the showtimes
كيما قلت ليك,like I said
أنا كنتسنّا فيك,i'm waiting for you
راه صعيب عواطف,it's hard emotionally
أجي نجلس,come sit
أنا غادي نتاكل شنو لي عطيني,i will eat whatever you give me
كايجي شوية و تخرج,she come for a short time and she go 
أنا غادي نسد المحل نهار جمعة,i will close the shop by Friday
ماتفكرش بزّاف,dont think to much
أنا بخير.,I'm good.
وصلنا لندن هاد الظهر,we reached london this afternoon
كل نهار فشي بلاصة,every day in a place
كون غير قدرت ن سافر ف شهر سبتم,if only I could travel at september
واش هاد رحلة غادي تستغرق شي وقت؟,will this trip take long ?
ماتنساش ليك الاردو ديالك,dont forget your RDV
مابغيتيش ت صلي,You don't want to pray
إيلا درنا غادي نعاونك حتى درتي,if we finish we will help you to you finish
كوني مزيان,be good 
راه كايباني عارفة,she looks familiar
سير طريق جوج من ليسار,take the second road on the left
الحليب و المواخير ضروريين فالدخل,Milk and dates are essential at the entrance.
ماقداش يخلاها تمشي,He couldn't let her go
مازال لقيتش الكرا,i didnt find rent yet
عندك الحق فديتي توموبيل,You were right to take the car
عمرك ت خلّص شي حاجة ماشي كاملة,you should never invent unsful thing
ماخاتخلينا نعاسيو,she didnt let us sleep
راه سريع هاد لعبة,this player is fast 
شكون خليك تختار هادشي؟,who let you choose this ?
خاصهم يكونو قريبين بزاف,They'd need to be very close together
شي حاجة ممتعة في الأخبار؟,Anything interesting on the news?
واش هكاك,is it this much
كيفاش غادي ديرها,how you gonna do it
راه عرفت دابا,i knew just now
أنا خايبة باش نتزوج,i'm confused to marry
عمرك ت خايب من الأمل,you should neverlose hope
ليا,for me
كون غير قدرت ن خدّم هاد راجل,if only I could work this man
تعطلي بزّاف باش تدير حفلة ديال عيد ميلاد,you are too late to have a birthday party
تعطلي بزّاف باش تشوف واش راه مفتوح,you are too late to look if its open
أنا غادي نخرج الفلوس,i will make money
نتا فرسول,you are an angel
إمتا غادي تختارني,when will you pick me
قلت ليك,i told you
راه ديك دري دار دار لوراق,this boy colored the paper
راني كنت شفتهم,i spotted them
كايعجبوني الأفلام,I Llike drama movies
واش كاتشرب؟,do you smoke?
كايبان ليا معطلة بزّاف,I think it is too late
أجي هنا,come here
كاتسلّع ماعندكش بزّاف,You are escalating don't look up too much. 
و لكن خلينا نشوفو,But let's take a look at him
عمرك ت جمع فلوس,you should never gather money
كتب فالملاحة,write in the notebook
عمرك جربتي تكون وحشي معاه,Have you tried to be savage with him
الخوف كايجري ف ندوراتنا,Fear is running in our veins.
أنا غادي نڭول معاك,i will join you
درتي شي خلع,you had an abortion
ماكانبغيهش لي ماكانشرفش,i hate who doesnt appreciate
إلا، شفتي، شمش رجعت!,"Otherwise, you saw, the sun is back!"
كايسرفو فلوس,he spend money
عطينا وصفة ديال البس بوزا ديالك إمكان لينا نديروها,Give us the recipe of your basbousa we can make it 
زوين.,Beautiful.
ماشي الواليدة لي كاتعطيك,its not the mom that give
هادي ف المينيو ديال الفطور,the is in the breakfast menu
لحوم مع البيرقة,meat with peachs
هاهيا,There you go
أيا كان كايدير ماغاديش ينجح,whatever he does he wont succeed
آه نبدا من جديد.,Yes start again.
دابا كلشي لي خاصنا نديرو هو إعدّو ليسط ديال الضيافة و سفتو ليه دعوات.,Now all we have to do is make the guest list and send out the invites.
قنينة ديال شكلاط ديال الحليب و صحاب الاحد,a box of milk chocolates and the Sunday newspapers
ماعمرش,he didnt succeed
خاصني نمشي عند الخيا,i need to go to the seamstress
فاتك الباص,you missed the bus
غير نتا لي كاتقدر نعاونك,only you can help me
غادي نغني شي أغنية,I'll sing a song
صباح اليوم تعطلت طونوبيلتي,This morning my car broke down
مانضنش غادي نستوي فميه,I dont think i will  clean his dirty mouth
بلاص,useless
ماعنديش,i dont have it 
ماعندكش الحق ت مسّ لحوايج,you don't have right to touch my clothes
عيب عليك أشنو درات ليك؟ باش كاتحضر عليها بهال هكا,Shame on you. What did she ever do to you? So you speak about her in this manner. 
شنو أحسن فلم شفتي,whats the best film you saw
