src,tgt
راه راه راه,he is getting pretty
راه راه في جميع أنحاء الطائرة,it stinks all over the plane
واش عاينتي هاد الصور,did you found the pictures 
بزّاف بزّاف و خواتم نقانق إن أمكن,With a few olives and sausage rings if possible
ماشي عندك,not your business
راه ماشيش يقول في عقله,he wont say in his mind
هل جربتي المقهى الجديد؟,have you tried that new cafe?
غير سهل كما تظن,it is not so easy as you think
هادشي وقت اللعب,is this the time for play ?
مابغيتيش ماقولتيه لي,I shouldn't done what you told me
راه ديال ديال,do it always
راه,noisy
هادا الثقاب أسطوري,this match is legendary
تحداك تتعاوني معك,I dare you to cooperate with you
غادي غادي البيت,Please close the house
راه هادشي,I am spent
راه شقراء,he is blonde
أنا فقط دخلت,i just entered
تجلّس بزّاف بزّاف,sit read a little bit
عندي قطة,I have a cat
خليني نفكّر فيه,let me think about it
شكرا ولكن مابغيتيش تاخدي ليا؟,Thanks but aren't you going to have some with me?
الفريق الوطني يلعب في الوقت الحالي,the national team is playing right now
ذئب خايف ليا,The wolf scared me
أنا ماتش نكذب,i dont lie
ما الذي يدور بعقلك بينما كنت تأخذ ركلة عاقبة حاسمة؟,what goes through your mind when you're taking a crucial penalty kick?
لا، مانقدراش ننظف دارك فهادشي كبير!,"no, i can't clean your house it's too big!"
واش تاخدها باش باش باش,did you bring it bro
هادشي تمرض,is she sick
واش ترشيه,if you to bribe
غادي نرجع للبيت في الوقت نستعد لغد غادي غادي نرجع ليا ديالي ديال ديال ديال مرة أخرى,I must get home in time to prepare lunch or I'll get those fainting spells again
أمل ليه لا يقلّل الدّفعة,hopefully he wont decrease the pay
حقّا!,really!
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,I teach Arabic
راه الله,god accepts
نعم كانت مريضة لو كان عندي بعض المال لذهب مع تاكسي,yes she's sick if I have some money I go with a taxi
علاش نتنفس,because breathing
ما جاؤو ليا,No one came
هاد الكتاب القديم ديه رائحة,this old book has a smell
راه راه راه أفضل,adventuer is better
عمرك جربتي تديري في هاد المكان,Have you tried to run in this place
أنا على استعداد تضحية,i'am prepared to sacrifice
فكّر في تجربة بسيطة جدا,Think of a very simple experience!
واش باش بزّاف,you are right
مابغيتيش تتخلّص من الحيوانات,you should never crosspath with animals
علّر لصديقك هاد الدرس,explain to your friend this lesson
هادشي هاد هاد هادشي,this is being silly
أريد أن أعرف ما يحدث؟,i want to know what's happening?
مانبغيش غادي غادي نتاين,i will not clim the moutain
توقّف هنا,stop here
هادشي هادي هادي,there is my friend
غادي غادي,if
علاش مابغيتيش تهزها,Why don't you want to shake her
علاش مابغيتيش تاخبري هادشي الحيوانات,Why don't you want to tell of these two animals
كان يركب بزّافته ليعمل,He rode hisbike to work
هاد شيّد فيلا,he is building a villa
علاش مابغيتيش تتحكمي فيك,Why dont you want to control you problem
ليا فطيرتي ناداني,my frien called me 
مابغيتيش تطلبي نصيحته,you should never ask his advice
بزّاف بزّاف,extra
هادشي بزّاف,money is available
ديال ديال غادي غير جيّدة,the diary food are not good
غادي نخاف ماما,m afraid mom
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,this american studied in europe
غذا العيد,tomorrow is the Eid
هادي هي فكرتي,this is my idea
كان يلعن و يهتف,He was cursing and shouting
قال لي شيف راه راه,the inspector told me its alraight
ديال تعافي,good recovery
مانضّم هو ديه سنّة,dont add he has toothace
واحد قنينة ماء من فضلك,one bottle of water please
راهية بزّاف بزّاف,It's very windy.
واش تستمتع بتجربة وصفات جديدة؟,do you enjoy trying new recipes?
واش غادي أدعوك؟,Oh... who should I invite?
أنا غادي نخرج مابغيتيه,I am going out what do you want
أنا غادي نضربها, i will slap her
أنا عندي الخارطة.,I've got the map.
خليني نشتريك بزّاف,Let me buy you groceries
واش تاين ناين تاكل,she doesnt wanan eat
صحّة تبارك,health is a bless
واش غادي غادي ديال سيّارتي,a thieft took my car's tires
هي ماخرجت اليوم,she is not going out today
أنا أعرف، والفرقة شعبية جدا.,"i know, the band is so popular"
فين هادشي فيك,where are you at
كنت نناديك في عيد ميلادي,I was calling you about my birthday
ما اسم الشركة التي تعمل بها؟,what's the name of the company you work for
هادشي هادشي,how are there
متي غادي تاخد هاداك؟,when will you take the bac?
أنا غادي نلغي هاد القاعدة,i will cancel this rule
راه راه بزّاف,he has good grading
واش كان ليه غادي يستمتع,i thought that  he will be fun
خليها ترتاح قليلا,let it rest a little
كيف حالك اليوم؟,How are you tonight?
مابقيت غادي نتركك,i would never leave you
كن قويا,be strong
ماكان يعيش في فيس؟,Does he live in Fes?
أنا أعشق الدهون,I love gold
نتوقّف نسير,wait to go
عمرك جربتي ديها حزب,Have you tried to have a party
كانت فترة طويلة منذ كنت في عطلة,It's been a while since I've been on holiday
راه على حسابك,it's on you
كيف حالك اليوم؟,How are you today?
ماتبقى من 100 دره في حسابك البنكي، آمل أن يكون لك أيضا,"with only 100dhs left in you bank account, I hope so for you too"
كانت محظوظه,she is lucky
مانفكّر باش ديال شوية بزاف,i think is voting is near
و لكن هاد اليلة، بلا شكّ!,"but tonight, you definitely are!"
لنتقابل أمام الفندق,Let's meet in front of the hotel
علاش مابغيتيش تطلبي المال,Why don't you want to ask for money
واش باش باش باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,i'am standing on my feet for the whole morning
في الوقت الحالي,In the meantime
كيف سير روتينك؟,hows your routine going
مابغيتيش تربحي هادشي,you should never score like this
ماعندنا الماكينات؟,Don't we have the ingredients?
واش ماخذتي كل ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالي ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,did you not taken all the paid leave days 
