src,tgt
did you eat,واش كليتي؟
or his doctor's choice,ولا الخيار ديال طبيب ديالو
the streets are long,سنسلة طويلة
i didnt know anything,لادخلت شي حاجة ماعرت وموهالكس
we didnt do anything,سمحولنا لا درنا ليكوم شي حاجة
Would you like to order some food?,واش بغيتي طلب شي ماكلة؟
Friday,الجمعة
paint the balls in white,صباغ بالكريات بالبيض
We'll land in 5 minutes,غادي نهبطو بعد 5 دقائق
i will stay a week like you,خانبقا واحد سيمانة بحالك تاهيا محدة فالوراقي
i will send it to you,نسورها ونسيفتها ليك
i will give you your dog,أنا غادي نحرّك لكلب ديالك
why did you have dinner?,باش تعشيتي؟
are you a motherfucker,واش نتا دمدومة؟
bring your work,جابل خدمتك ماتبقاش غير عطيها للضحك
many people died,ماتو بزّاف ديال ناسّ
how was the conversation yesterday?,كيدازت الدويرة لبارح?
see you in another way,أتشوفو ل وجه تاني
there won't be much time for the gift,ماخايكونش عاصر على الكادو بزّاف
"morning, at eight and a half","صباح, معا تمانية و رباع"
i need a solution,خاصني شي حل مؤقات
you should never lower your tansion,عمرك نزل ليك تانسيون طال هاد الدرجة
I'm a lot of flying.,أنا كنشد طيارة بزاف.
i don't want to ask you everything i found,ماعندي مايتسالك كولشي وجدتيه
they are not available,ميريكان فيها مايدار
nothing will happen,ماغادي يكون غير لي كتب الله
he is a thief,تاهجاج
i like farming,الفلاحة عجباني فيها الفلوس
you need to eat well,خاصّك التاكول مزيان
she ate me in my room,كليتيني ف رزقي
Have you tried climb that tree,عمرك جربتي تسلق ديك شجرة را كولها شوك
he is talking to me at work,كايحضر ب لونلي ف لخدمة
Have you tried to fix your clothes,عمرك جربتي تراصي حجبانك
i was on the ground,راني كنت لاحت زبل
i want my money on table,فلوسي نبغيهوم فوق طبلة
god help you,الله يفهرك في حياتك
you stayed today,كيبقيتي اليوم
you should never consult with your friends,عمرك تشاور معا مراتك
i will forget all this,هادشي كامل باش أنا نانسى
I'm waiting for you to invest your money,كانتسنّا فيك ت قاعدة فلوسّك باش نسافرو
call the police,عيّط ل لبوليس
Why don't you want to get in the field of training,علاش مابغيتيش تدخل مجال التدريب
how about we take it down the stairs?,كيغانديرو نهبطوها ف الدروج؟
Have you tried to rob the police,عمرك جربتي تخوت على بوليسي
her letters are beautiful,حروفها زوينين
we are two,حنا تا أشمن جوج
I'm waiting for you to finish your trip,كانتسنّا فيك ت ل5ي ديك رحلة لي عندك خاصك تبقا معا واليديك
he is deaf,كايتعرض مع الأخلاق
i didnt like their service,ماعباتنيش سيرفيس ديالهم
you are good,يزيان يمكنك
I dare you to expose this news,نتحداك ت علين ديك الخبار
he don't have money now,ماعندوش فلوس دابا
i want to see everything,بغيت نشوف كلشي
he told me,وغا قول ها ليه
i was the one who made the offer,و كنت أنا هو لي قدّم
you should never explain this problem to me,عمرك ت ودح ليا بزّاف هاد المشكل
i will not follow you,مابقيتش باغي نلحق عليك كتر من القياس
everything is in the gift,كولشي ساهم ف الكادو.
he dont talk too much,مكايهدرش بزاف
"Sorry, I don't have a stilo",سمح ليا، ماعنديش ستيلو
i will buy new car,خانشري ناموسية جديدة حيت هادي لي عندي ماموريحاش
he is in the country,باقي في البلاد
I'm sitting in the living room,أنا ڭالس ف سالون
he took his legs out of his room,خرجو رجليه من شواري
you need to take advice,خاصك تولي تشاوري
why you dont wanna decorate,علاش مابغيتيش تعاود ديكور
he is tired,وويسيتو عبيلا يسقال
sit down,ڭلس لور
i fell from tree,هبت من شجرة
and in the end,وسبحسام
you will take your oath,نتا تشد قسم تمك
god help us,الله إخلي لينا رئيس
i thought that he will improve after his sports,كان كيسحاب ليا غادي يعيا مورا مدة ملي يدير الرياضة
"Christine, do you have a cake that's my friend's first?",كريستين، واش عندك شي كيكة هي الأولى لصاحبي؟
mom i want to tell you something,ماما بغيت نڭوليك شي حاجة
we will send it to the doctor,بنسبة لدوا تالت فلورقة ديال طبيب را ماعدناش خانكومانديوه ليلا بغيتي ونجيبوه بالكتير عيدا
how do you balance work and life?,كيفاش كاتوازن بين الخدمة و حياتك ?
he ran,هرب ليه
just a little bit,غير بشوية عليك
the library was empty,كانت المكتبة خاوية تا جينا
you tried to be nice,لي جربتها تدعي معايا
i'm just making a mistake,عادية باش كنتيبو
I think if he will take me,تانفكّر واش نقل مني
I'm waiting for you to fix my problem,كانتسنّا فيك ت ستاردّ حقّي
you are too late to get your feet wet,تعطلي بزّاف باش تزيد لقداك
go and we will stop your pain,سيري و هنينا من صداعك
this is very time consuming,هادشي كاياخد بزاف د الوقت
this job is not suitable for him,هاد الخدمة مامناسباش ليه
stop making us hungry,باراكا مدير لينا ف شهوة
why you dont wanna not love me,علاش مابغيتيش تحبيتش معايا لتحت
without increasing the price,بلا ما تزيد فالثمن
thanks for inviting us,شكران حيت عرضتي علينا
they will take me to city,غاديو تكرفسي فلمدينة
if only I could swim well,كون غير قدرت نتسور مزيان
i have never felt lacking in anything,عمري ماحسيت بنقص من شي حاجة
you are too late to see who funded the project,تعطلي بزّاف باش تشوف شكون إموّل ليك لمشروع
why you dont wanna hide from the thief,علاش مابغيتيش تخبا من شفار
where is my sandals,فين هيا سندالة ديالي؟
"No, what's the barbecue?",لا، اشناهيا البربا؟
"Yes, do this quickly, I have a meeting in 15 minutes",آه، دير هادشي بزربة، عندي اجتماع من دابا 15 دقيقة
It's the first time I've been on a plane.,هادي أول مرة غادي نركب فيها ف طيارة.
i've been looking for a good friend,شحال و أنا كانقلب على شي حدمة
today is a good day,لكزّ ليوما
I'm afraid I'll be ashamed of you?,خايفة نحشم بيك؟
my clothes are all gone,شفاري ڭاع تاحو
Why don't you want to say a good word,علاش مابغيتيش ت وجّه ليا شي كلمة زوينة بحال هادي
she was always hiding her father's clothes,كانت ديما مخشية لبنيتة فبباها كاتشبعو بوسان
i washed the water bottle,را حيتيت البوضيزا ديال الما فلفريڭو خاتجمد
Let me look for rent,خليني نقلب على الكرا.
we can't make him happy,مانقدروش نفرحو
i'm afraid to get stuck in the bus at night,كنخاف نرك ف طوبيس ف الليل
