tgt,src
تانفكّر واش نسّقت ف لوزن,How do I actually lose weight?
ماعرفت علاش أنا ماتهت ف ديال 8 ده,I don't know why I didn't fall upon the 8 dirhams one.
آه، هادو مواضيع مهمة بزاف، عندك الحق,"They are very important subjects, you're right."
هبيت تا لقيت لباربريز ديال تونوبيلتي محرسة,My car has been stolen. How can I find it?
ماتديوها فتا شي واحد,How do I not care about what other people think of me?
أنا سباقتك لهاد البلاصة,I came to this place.
إنا أناني كيعجبك التسمع ليهم فالبحر ?,What are some good songs to listen to at the beach?
أش بغيتو,What do you want?
تعطلت بزاف,She is very late.
خاصني نمشي نقلب,I need to go look.
أنا كانستناكوم,I'm waiting for you.
كانتحن القهوة فدار و على ريحة كاتعطي ريحة زوينة,How do I make coffee at home?
كون غير قدرت ن تظهر بالخينة ولكن را ماعنديش باش,"If only I could pretend to cheat, what would I do?"
مابغيت نقول والو,I don't want to say.
أودي مخيت فيها,I did something bad. What should I do?
بغيتي غير تكوني مشهورة,You want to be popular. How do you get popular?
تعطلي بزّاف باش تكمّل ف طريقك,Is it too late to continue walking?
دعي الله,What is the best way to ask God for help?
أش كادير في حياتك,What do you do for a living?
عطيني هاد الدوا عافاك,Give me this medicine please.
نادو دار كاملين,All the house.
وا فهمني أصاحبي غير بشوية عليك,Just listen to me bro.
ره زواج هادا ماشي لعب دراري,"This is marriage, not kids play, he said."
إوا دوز تغدا,What time should I come for lunch?
واش نتي سمكة ماكاتسمعيش,Are you deaf?
بلاصتو ماشي معاك,His place is not with you.
بحال والو طيح ششتا غدا,It is likely to rain tomorrow.
الله إعفو علينا منهم,God forbid.
أنا غادي نخلي العلاقة ديالي مع الأهلة حسن,I will leave a good reputation.
اشناهيا احسن عطلة عندك؟,What is your favorite holiday?
مابغيتيش تعيط ليا واحا عليك,You don't want to call me. Why?
دير لي بغيتي,Do whatever you want?
تاع معدة تان حس براسي,I will feel myself.
أنا غادي نخدم ليك هاد الفقير,I will employ this poor.
نهار سبت معروضة لعرس,I'm invited to a wedding. What should I wear?
وكيفاش عارفو هادشي كامل,I know all of this.
و أنا ولدها و كيما هاد لفرقة كاتعيني ليا بزّاف و هي ليا لي تلعاتني منقدرش نخشّهوم,I'm from the fans.
لوبنا دوزات زبالة طولقت كاتوريني كيفاش نشعلو ونشارجيه ونصيفت الإيمايلات,"Loubna spent ages showing me how to switch it on, charge it up, how"
مابغيتش نبقى عبد,I dont want to be enslaved.
ديه إثرب,Why should we serve in the military?
قبل ماتمشي,What should I do before I go?
شي واحد حط الكلبي سم و مات,Why was my dog poisoned and died?
أنا كايعجبوني البحارة حتى هوما,I love sailors too.
على أي حال، واش إمكان ليك تعطيني شوية ديال الما؟,Can you give me a drink of water?
عمرك جربتي تسلق ديك شجرة را كولها شوك,Have you ever climbed a tree?
تانسمع حتّا شي مرا كاتغوّت,I can also hear a lady scream.
غادي نمشو عندو المقر ديالو,We will go to his headquarters.
والدي غادي يبقى معايا أنا,My son will stay with me.
شعري طويل,My hair is very long. What should I do?
عمرك تسبر على دكشي لي سبرت عليه,You should never suffer hardships.
نقدر نقشّر بطاطا.,How do you peel potatoes?
ماعنديش لوقت,I don't have time. What should I do?
تواضر ليا واحد لقط,He lost his cat.
كاين الما ولا العصير,There is water or fruit juice.
هاداك راه كايعجبني,I like him.
عندك شي فيديوهات,Do you have any videos?
كون غير قدرت ن مدد ديك لكنترا,"If only I could extend the contract, what would it be?"
كان كيسحاب ليا غادي يبقى يسب للكامل,I thought that he will curse all night long.
لهلا إختيك عليا,Can God help you?
إن خضر كايبيع الخضرا زوينة,Where can I buy fresh vegetables?
كايطلّعوها علينا!,They're taunting us!
كل سبت فالصباح,Every Saturday morning.
ياله دمار توبيل,How do I start a car?
زهر المن عطاه الله,Not everyone is lucky.
بشرتك حساسة,Why is your skin so sensitive?
كا بيج شهال,Which page should I visit?
أجي إمتا أتبدا لماشروع ديالك,When do you plan to start a project?
كان كيسحاب ليا غادي يسافر فشهر تلاتة,I thought that I would travel in third month.
دوا كان المذاق ديالو مر,The medicine had a bitter taste.
علاش جايبة ليا هاد الكاس ديال البلاستيك,Why did you bring a plastic glass?
صافي,Alright.
تبع ليفيه تГ©لГ©ترافايل بزّف,"There is too much work there, he said."
مابغيتيش ت خرق فهادشي حيت موهيم فخدمتك,You don't want to get involved in this because it's important for your job.
جميلنا في سباغة,requires paint.
محتاج الراحة,"He needs a break, he said."
مابقاش فيا شي عدم شيه,I am tired. What should I do?
لا لا دويت مع واحد صاحبي تاهوا نفس الهدرا جاه الحوت ماجديدش و لخدرة ناشفة,If you speak with him the Fich is not fresh.
أش كاتعاود,What's up?
راه المدير كايقولي نصيفتهومليه,The director is telling me send them to him.
راه فشكل هادشي ماعمرني ماشت بحالو,Have you ever seen something like this?
فتاحت الباب ودخلت,I opened the door and entered.
ديما مسداعلي راسي,Why do I always get angry?
مكايعجبنيش نخدم معاه,I dont like to work. What should I do?
الموتور ديال الكار فيه صداع,The bus engine is noisy.
كون غير قدرت ن التوّر من هاد لمشروع,"If only I could improve this project, what would it be?"
تقدر تشوف ليا واش هاد لپروديت مسولدي أولا لا؟,Can you tell me if this item is on clearance or discounted today?
طريق السلامة,Have a nice trip.
كنتي ديما حاضرة باش تقاضّي ل أمور,You were always there to pick up the pieces.
ساعة المخيّرة نشريها ليك,Which is the best watch I can buy?
داخل هاد الفكرة لراسك,consider this idea
ماخدّامش,Does anything work?
علاش مابغيتيش تقسم لورت ديخية,Why don't you want to split the heritage?
قديم أقدم كنيسة,This is the oldest church in the world.
تزوج بيها و ماكاتولدش,He married her and she do
بلا ما تخسّر سومعا ديالك,Without losing your reputation?
استمتعت بالمساج,I enjoyed the massage.
تفضلو ڭلسو,sit
وايه ه أنا كايسالي معايا صراحة,I know he makes me laugh so hard to be honest.
آي حاجة تساهبي راسك متاوتا,Dont think you are too smart?
داكشي علاش كاتحرڭ!,Why does it burn?
وسلنا بكري,We came early.
غادي يكون، كانواعدك,"It will be, I promise."
عفاكم دعيو معاها,please pray for her.
خمسة ت دراهم,Five dirhams
غادي نقولها لشي واحد كبير منو فالغراد,I would report him to someone higher up the chain.
ناوين إنشالله نسومو تا شوال مورا رمضان باش نكملو الجر,We are hoping to fast cchawal after Ramadan.
خاصنا نبدل المنهجية,We need to change the plan.
اشناهوا الشراب؟,What is wine?
الفرقة ديال تلات,Tuesday's band
خسر ليا الريدو هاد الأيام كانعسّ و دو عليا على وجهي,The curtain is broken.
مابقاش يجيني نعس,I can't sleep. What should I do?
تحمل مسؤوليتك نتا لي كنتي خدي بسورعة,Be responsible for your speed
راه مزيّر عشيري معا دار فالليت,My friend is broke. What should I do?
