tgt,src
دكشي وزيد وزيد,you need more and more
مدروب فراسو,i'm trained
"كنقترح تسمع بزاف و تهضر شوية, خاصني نمشي دابا","I suggest you listen too much and you talk too much, I need to go to work"
عطي القيمة لراسك,give value to your head
من صباح هو صد عليه بيتو,From the morning he hit him
جايبة خبارها,I'm coming to tell her
قلت نجي نشوف مال,i said i will see money
صافي دب نشوف ونقولك,i need to see and tell you
راه متواضع لباترون ديالي واحا عندو الحبة,he is humble to my parents
إيلا بغيتي نجيبو هيتال عندك,if you'd like me to answer to you
شهر واحد,1 month
يالله نمشيو نحتافلو براس العام,let's go celebrate the year
بغيت نقدل ليك العائلة ديالي,i want to give you family
عيط عليه ف تГ©лГ©فون,give it to him
تعطلي بزّاف باش كوبّ أتاي,you are too late to bring a cup
شرير سيفت شي واحد يقتلها فالحبس,a bad guy will kill her
كان كيسحاب ليا غادي يستبعد هاد الفرقية,i thought that he will rule out this team
خاصني نحضر معاك,i need to come with you
غادي نسول مارسيل، جانين و ليون إيلا بغاو يجيو,"he will ask Marcel, he will speak to him"
سير عند الفرمسيان,go to the permis
مبروك عليك ف الخدمة الجديدة,congratulations on your new job
مابغيتيش تعجب الباترون باش يزيدك فالحلسة,You don't want to like the cats
حبسّ لكونطرات لي عندك معا راجل را قلبت عليه را غير نصاب,I'm waiting for you to talk to him
علاش مابغيتيش تكرس ليا قيمة كبيرة عندك,why don't you want to devote a lot of value to me
ماكاناكلش الروز,I'm not eating roses
تعطلي بزّاف باش حسّم ف الموضوع,you are too late to talk about it
ولاكن ماوجدتش البرزنتيشن لي خصني ندير فاش نكون تما,But I didn't find my shirt
من بعد طبق ديال اللحم و ديسير بفاكهة الحمراء,next to the meat platter and the red platter
تشلال,Shell
أقل حاجة غاديرها على ودو,the least I want to do is take care of him
تحضران، عفاك,"You're coming, excuse me"
واخا تعاودي هادشي عافاك,you're going to get back to you
كنهس بالعياء فاش كانبدا نقرا,i'm sick
عبرتي عليه,you made it
جداتي دورات معايا و قسمت الفلوس معا ختي,my grandmother went to school with me and split the money with my sister
جيبو معاك!,come with you!
راه عادي أنك تمرد في هاد الجو,it's common that you are rebeling in this weather
كون غير قدرت نستقل على عائلتي,if only i could take my family
وساهت أناس كاتزواج,people are getting married
مابقيتش باغي ندير ليك وقتك سمح ليا أنا غادي,i will not give you time
هتا هادا نظر,that's what he's looking at
كون غير رجال,if only men
علاش كتبكي؟,why did he write you?
ماعرفتش منين غادي نبدا,i don't know where to start
بلا ما تمدّ يديك لناسّ,without extending your hands
السنك غادي يخرج عليك,the tooth will come to you
أولا هيتا تلقاه على خطرك,first she will take it at your risk
باش كاتحسّ ?,what do you feel?
راه قاسر يعني واليديه لي خايدعلو الحبس,"he is a prisoner, he means his parents to me"
شكون سناع هادشي؟,what's that about?
واش بغيتي شوية؟,do you want some?
عندو تبع ديالك,i will follow your parents
يدي جافّين,My hands are dry
مابغيتيش ت قلي لحوت فدار حيت كايخيزها,You didn't want to tell me what happened in the house
كترت الحضرا ماتشري خضرا,i didnt buy green
تعطلي بزّاف باش تكري ڭيد.,you are too late to thank him.
خاصك تجي فالوقت,you need to come in time
صافي ملي وصلات شهر صابع بدات كاتوجد هيا وراجلها لحوايج ديال البنية,It's only a month later that she and her guys started on the browns
ماتبقاش ڭالس فلبرد,it's not too cold
بصح?!,Right?
كاتكتشفو عالم آخر,find another world
هو مملّ بزّاف,It's very boring
سلام,hello
ملك هاكا حماد,there is a madman
مابقيتش باغي نبدل هاد الحلق,I dont want to change this throat
بشحال هادا...؟,How is this...?
كل واحد كايقول لي بغا,everyone will tell me
بهرا هاد الإجازة,this weekend
سميت ولدي سعد,i named my son
أيه عندك ساح,do you have a warder
كانتغدا فدار,it's tomorrow
هادي هيا الحاجة الوحيدة لي ماكانحملش,this is the only thing I need
مايكون عندك باس,you don't have a suit
كي درتّي معاه دوروف لي هيا وقا دب,so you can talk to him about what she's talking about
خانفرق كارطة بيناتنا,I'm splitting my car
مخبزة مشروع مربيه,the nanny grocery store
تانفكّر واش هاد لوقيتا ديال رعا,I'm thinking if i have time
تعطلي بزّاف باش تقيد ف لا سال .,you are too late to tie up
راه كلينيك ديال صاحبي سير ليه على حسابي,you need to go to my friend's house on my account
أنا غادي نربط ليك الحوالي فجردة,i will tie you up
إيلا كان هادشي ترا ليك معاهوم بجوج,if that's what you're talking about
سير شري بايجينيك إيلا لقيتيه شحال من يوم هادي و أنا كاندور عليه,go buy your clothes if you find him from this day and I'm going to see him
قلل قسم,I'm shorting the department
بلان,Blank
ختاك ماعرفتيهاك,you didn't know her
راه طريقي هدشي لي وقع تاحد ماينصاه,i'm going to talk to him
عمرك جربتي تمزج وصفات,Have you tried to mix recipes
ماعرفت تشحل عصرت عليه,I don't know how much
راه متوتر كتر من القياس,he's too nervous to measure
المعروض فنهارو يبقى فدارو,the show stays in the house
نهار لحد خايدر في الليل معطل,day at night is broken
فين بغا توصلي بهادشي ديالك,where do you bring this
كون غير قدرت ن تلاقا مع داك لعب,if only I could meet with this game
يالله نشريو دكشي لي غادي يقدنا لشي يامات,let me ask you something that will help us
مانضنش غادي نعيّنك,i don't think i will hire you
شوف لينا نتا الله يهفدك,show us what is coming at you
يالا تعاقا معايا,you have a problem with me
كان كيسحاب ليا غادي تحط طيارة ديالو هنا,i thought that he will land a plane here
موسيبة كحلة,he's like an ankle
و لكن علاش كيتسد نف، عندك حساسية من شي حاجة: ورد، شجر...؟,"But if you want to, you're allergic to something: roses, trees...?"
ماكانعش مزيان,I'm not living well
تانفكّر واش نجي من جيهتو,I'm thinking if i get out of here
وفين نتلاقاو دابا,where will we meet
هدر نسمعك,i hear you
فلوس وكلام مسّوس,it's hard to talk
